region_i,region_j,deltaE00,deltaE76
gamut_004_mymyy,gamut_015_ycyyy,37.775753382390384,55.6183752227909
gamut_004_mymyy,gamut_016_cyyy,38.207264007847925,55.7387919797201
gamut_004_mymyy,gamut_017_cyy,39.085643206389435,56.620590440147495
gamut_004_mymyy,gamut_018_cycymy,29.72553207511941,39.85493266762927
gamut_004_mymyy,gamut_019_cycyy,39.88729750255445,57.46251676242076
gamut_004_mymyy,gamut_020_cy,40.42172145642068,57.577729110140446
gamut_004_mymyy,gamut_021_cmycy,29.383881396742154,40.24982070086148
gamut_004_mymyy,gamut_022_ccycy,40.35616120612138,56.76323424164239
gamut_004_mymyy,gamut_023_ccy,39.87007659978921,56.186872780483455
gamut_004_mymyy,gamut_024_cmcycy,32.807214573903686,45.63064438603423
gamut_004_mymyy,gamut_025_cccy,38.79133965322922,56.31787530230715
gamut_004_mymyy,gamut_026_cccyc,37.117955852967874,57.7373302227218
gamut_004_mymyy,gamut_027_cccycc,36.555751482874236,58.96839039853316
gamut_004_mymyy,gamut_028_c,42.15878492112179,85.11170188063181
gamut_004_mymyy,gamut_029_cmcy,29.36463413942017,44.33977774787896
gamut_004_mymyy,gamut_030_ccmcy,30.665821050793838,50.562798748992954
gamut_004_mymyy,gamut_031_cccmcy,34.66311199074002,54.56671387637636
gamut_004_mymyy,gamut_032_cccmcc,41.81807392234473,82.50782552936293
gamut_004_mymyy,gamut_033_cccmc,41.585844863184526,81.71516994957338
gamut_004_mymyy,gamut_034_cccm,41.63747694675619,81.6995483745948
gamut_004_mymyy,gamut_035_ccm,41.074916146298364,78.16631340747846
gamut_004_mymyy,gamut_036_cmcmcy,29.257765964021086,50.20168130207294
gamut_004_mymyy,gamut_037_ccmcm,40.561059467689674,76.32742861728426
gamut_004_mymyy,gamut_038_cm,40.13456027272629,75.03530070128184
gamut_004_mymyy,gamut_039_cmcmy,25.733805289410945,44.20271133554249
gamut_004_mymyy,gamut_040_cmcmm,39.266165503904766,71.93228819593052
gamut_004_mymyy,gamut_041_cmm,38.67864494305003,69.32071858474998
gamut_004_mymyy,gamut_042_cmcmym,28.685020268849883,46.540354329833036
gamut_004_mymyy,gamut_043_cmmm,37.925361658622585,66.41336085358454
gamut_004_mymyy,gamut_044_mcmmm,37.60570161041915,64.60616455689184
