region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_g,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
45,cgy_full_045_cyyyyy,cgy,full,cmmmmm,cyyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#dedb25,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1836,9059,3815,1872,1836,1872,1.0,0.65,0.65,8,98.0,6.210861373803436,36,0.019230769230769232,#bde070,0.7411765,0.8784314,0.4392157,84.53288217422386,-28.427847016718633,51.25706658337832,84.2934348233534,-28.467353827668035,49.0339240155912,11.702655587329536,30.502637445947776,1.574636673533989,4.810902779214756,1.516220885503707,119.01332990297806,58.61253586681639,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
46,cgy_full_046_y,cgy,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,654,4882,2076,666,654,0,0.0,0.65,0.65,8,98.0,0.597283328756263,12,0.018018018018018018,#ffea54,1.0,0.91764706,0.32941177,92.02685985664799,-9.351543004044949,72.23929436139925,92.10536782602239,-9.413994258833787,72.32934353777868,4.796337003660729,16.95159816051958,0.254666088251363,0.43241964060557037,0.12850137367842093,97.37605075053358,72.84206893265313,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
47,cgy_full_047_cygy,cgy,full,cmym,cygy,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#96d150,0.5882352941176471,0.8205882352941176,0.3127450980392157,77.74623180323536,-39.39781761823669,56.567449003038874,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2165,11130,4670,2210,2165,2210,1.0,0.65,0.65,8,98.0,4.904475616330482,45,0.020361990950226245,#92d483,0.57254905,0.83137256,0.5137255,79.02477822436312,-36.510480166055956,33.84536705191115,79.02591872283676,-36.17234052851719,32.888951129146726,7.894560054451553,22.940453498296595,1.204999997196424,2.801351464619891,0.9922743350898565,137.16935428082547,49.78477711946251,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
48,cgy_full_048_cyygy,cgy,full,cmmym,cyygy,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#abd440,0.6705882352941177,0.8313725490196078,0.25019607843137254,79.67779219116052,-33.82168070598834,65.28969569095698,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2452,12705,5398,2503,2452,2503,1.0,0.65,0.65,8,98.0,4.542036277000385,51,0.02037554934079105,#9ad87c,0.6039216,0.84705883,0.4862745,80.52134653841466,-36.147870727995524,39.02821921823612,80.48318451582874,-35.722726583775206,37.889004594704886,9.503959340976929,26.3777916149652,1.4562784624487208,3.3319202244584756,0.991796980747616,132.80580332417424,53.19652670536462,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
49,cgy_full_049_cyyygy,cgy,full,cmmmym,cyyygy,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#b9d635,0.7254901960784315,0.838562091503268,0.2084967320261438,81.06124334233206,-29.655401175226693,70.55427659563375,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4235,17347,7491,4322,4235,4322,1.0,0.65,0.65,8,98.0,4.978629446795565,87,0.02012956964368348,#a1dc74,0.6313726,0.8627451,0.45490196,81.7772982782094,-36.38495877885678,45.5893251965261,81.77683064697632,-35.90146623412741,43.598839199231044,9.793028581543838,25.865971440709064,0.9830302824629972,3.675392146246416,1.2002106003446926,128.59345830297923,58.328824754264645,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
50,cgy_full_050_yyyyyg,cgy,full,mmmmmy,yyyyyg,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#dada11,0.8542483660130719,0.8535947712418301,0.06470588235294118,84.42728348833214,-18.89284083051085,82.33753592452919,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1520,9078,3843,1552,1520,1552,1.0,0.65,0.65,8,98.0,2.2095125354584053,32,0.020618556701030927,#c2ee5d,0.7607843,0.93333334,0.3647059,88.74111542312991,-34.96464336944119,64.01122170409339,88.64662185367065,-35.29434462343015,63.73833650212969,11.057796402901953,24.75410623953522,0.7708683854983933,1.581807385064914,0.45354345364048815,118.64454874591684,72.93807503631285,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
51,cgy_full_051_yyyyg,cgy,full,mmmmy,yyyyg,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#d2d914,0.8250980392156861,0.8494117647058823,0.07764705882352942,83.56396333712765,-21.455436693786577,80.99892539154644,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,288,4000,1709,294,288,294,1.0,0.65,0.65,8,98.0,1.4327474745535085,6,0.02040816326530612,#bbed61,0.73333335,0.92941177,0.38039216,87.95161266296064,-37.18056450891824,61.245316813079384,87.96172764375773,-37.3901154037146,61.11129440703145,11.229408640009293,25.62686409375906,0.7499285612420847,1.2729759541858812,0.30034682146724395,121.26093446470287,71.64763226189889,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
52,cgy_full_052_yyyg,cgy,full,mmmy,yyyg,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c7d719,0.7813725490196078,0.8431372549019608,0.09705882352941177,82.2965489753003,-25.259099303701905,78.89213150428324,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,750,5722,2461,766,750,766,1.0,0.65,0.65,8,98.0,1.6509489636287658,16,0.020887728459530026,#b0ec62,0.6901961,0.9254902,0.38431373,87.03752552549273,-39.98525738161996,59.5452218525331,87.03775082336988,-39.983411599864446,59.19892745851994,10.762784062956946,24.771748090481793,0.6522586240005248,1.097590729401729,0.32727676293736285,123.88178561404777,71.72485101651853,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
53,cgy_full_053_yyg,cgy,full,mmy,yyg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#b5d421,0.7084967320261438,0.8326797385620915,0.12941176470588237,80.26235676752313,-31.443535494454224,75.10669897134102,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1241,7572,3209,1267,1241,1267,1.0,0.65,0.65,8,98.0,1.4244040503850706,26,0.020520915548539857,#a5ea66,0.64705884,0.91764706,0.4,85.85416258621817,-42.670749843058466,56.34143179881772,85.77653144387008,-42.60269578054622,56.343062720523506,9.601502518413994,22.57108518436092,0.6154876528776668,1.0446877763796631,0.29957576712592615,127.13883358861636,70.67637391172316,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
54,cgy_full_054_cygygy,cgy,full,cmymym,cygygy,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#94d146,0.5797385620915033,0.8176470588235295,0.27320261437908494,77.324641724407,-40.64752479320949,60.21243947107171,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3416,15216,6430,3482,3416,3482,1.0,0.65,0.65,8,98.0,4.295319751784721,66,0.018954623779437105,#92d87b,0.57254905,0.84705883,0.48235294,80.09255999195649,-39.37967784640012,39.66575396921523,80.17166845540886,-38.91388696950475,38.400054435405174,7.170357954203124,20.771015683605057,1.068490040250378,2.9759982581003714,0.9447669343229125,134.79263971975143,55.893926908319564,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
55,cgy_full_055_yygyg,cgy,full,mmymy,yygyg,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#a6d228,0.6501960784313725,0.824313725490196,0.15529411764705883,78.71036781252369,-36.191852490797984,71.82923880743049,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1090,7214,3041,1113,1090,1113,1.0,0.65,0.65,8,98.0,1.2338007428159892,23,0.020664869721473494,#9ee76a,0.61960787,0.90588236,0.41568628,84.72322614673581,-43.787038685850156,52.93550941923946,84.75890418875333,-43.68140603971759,52.82174279411835,8.76673682413539,21.232388675771,0.5192218672054162,1.042948257492398,0.28332054493459113,129.59677197661165,68.69842002805106,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
