region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_l,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
46,cly_full_046_y,cly,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,648,4848,2051,662,648,0,0.0,0.65,0.65,8,98.0,0.6778499096185133,14,0.021148036253776436,#ffea56,1.0,0.91764706,0.3372549,92.01982461133791,-8.92127222906658,71.21930795326048,91.92913853895679,-8.914512474568829,71.25185347495973,4.872607053760693,17.857724954668956,0.23209187748954974,0.4393334895786843,0.11995018816673671,97.13995426076934,71.77589374940911,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
47,cly_full_047_cyly,cly,full,cmym,cyly,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#c0d468,0.7529411764705882,0.830392156862745,0.40588235294117647,81.3784985227707,-22.412923211170387,50.77080931526299,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2209,11103,4748,2255,2209,2255,1.0,0.65,0.65,8,98.0,6.4519391274232,46,0.020399113082039913,#aac590,0.6666667,0.77254903,0.5647059,76.33997705872957,-18.299588345065175,23.302883166758082,77.02992086111807,-18.356642851916924,23.086890520370808,11.23325704252943,28.227525381514397,2.9552589859934133,5.206708544378603,1.3881801715425797,128.1422950724758,29.629365458653048,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
48,cly_full_048_cyyly,cly,full,cmmym,cyyly,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#cdd653,0.8023529411764706,0.8392156862745097,0.3247058823529412,82.72048440025975,-20.10222697182157,61.7382681277646,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2475,12675,5437,2525,2475,2525,1.0,0.65,0.65,8,98.0,7.671693556266291,50,0.019801980198019802,#abca89,0.67058825,0.7921569,0.5372549,77.70325289126701,-21.0759495602616,30.12619231393563,78.24012134085756,-20.374390067689216,29.335819796953466,12.289779568856343,32.02255587790173,2.8600679563243148,5.390855170806868,1.4971934502273805,124.97620866142199,36.76660323177714,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
49,cly_full_049_cyyyly,cly,full,cmmmym,cyyyly,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#d5d845,0.8352941176470589,0.8450980392156863,0.27058823529411763,83.6697647007208,-18.211298027001277,68.35843717978565,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4170,17442,7392,4255,4170,4255,1.0,0.65,0.65,8,98.0,6.85605739196601,85,0.0199764982373678,#b4cf7e,0.7058824,0.8117647,0.49411765,79.46198768449678,-22.597841061027385,37.62370987782313,79.80898262008101,-21.91784261016789,37.384718305222535,11.76291659423986,31.330027282682448,2.5798152511782293,4.214467581612845,1.2141995600125912,120.99019231957527,43.88856303856463,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
50,cly_full_050_yyyyyl,cly,full,mmmmmy,yyyyyl,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#f6db20,0.9640522875816994,0.8601307189542484,0.12679738562091503,87.24601639640227,-7.615804146286099,83.0681711112142,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1498,9034,3791,1528,1498,1528,1.0,0.65,0.65,8,98.0,7.144730005435046,30,0.01963350785340314,#ddd863,0.8666667,0.84705883,0.3882353,84.8317580868836,-13.098229055634292,57.122942792657284,84.81226664742414,-12.550575904367905,53.94704031542812,8.119573008537131,26.6278143784609,1.1005899282353802,4.715941872132818,1.6160160664098098,102.91460789270076,58.60541099324413,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
51,cly_full_051_yyyyl,cly,full,mmmmy,yyyyl,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#f4db27,0.9568627450980391,0.8572549019607842,0.15215686274509804,86.91636496560015,-7.881167241053033,81.37129826882345,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,270,3986,1678,276,270,276,1.0,0.65,0.65,8,98.0,7.47703218787872,6,0.021739130434782608,#d9d56b,0.8509804,0.8352941,0.41960785,83.81015348470271,-12.654363633695375,51.240607268757174,83.70146065031297,-12.130318919148785,49.38301344732578,9.309459311119596,30.6641564975831,1.817891750886172,5.200870817061532,1.7134080446771622,103.8721755960675,52.78004123004076,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
52,cly_full_052_yyyl,cly,full,mmmy,yyyl,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#f1da31,0.946078431372549,0.8529411764705882,0.19019607843137254,86.4293383471445,-8.224065116570255,78.42019236804148,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,771,5749,2487,787,771,787,1.0,0.65,0.65,8,98.0,7.176813550135072,16,0.020330368487928845,#d3d074,0.827451,0.8156863,0.45490196,81.9219383543799,-11.708411986210866,44.93494534862423,82.24508880808867,-11.260956519918828,42.718090522481134,10.500455889031347,33.96644072837395,2.7017376350614697,5.934910189813351,1.9564968177325865,104.60446026265339,46.435290725079916,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
53,cly_full_053_yyl,cly,full,mmy,yyl,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#edd841,0.9281045751633986,0.8457516339869281,0.25359477124183005,85.6395345111988,-8.632014537106992,72.49823506851614,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1243,7579,3195,1267,1243,1267,1.0,0.65,0.65,8,98.0,5.654045848476961,24,0.018942383583267563,#cecd80,0.80784315,0.8039216,0.5019608,80.77432707686978,-10.851037730610525,38.67877677754659,80.8481089144228,-10.845788184097152,38.32445235425571,11.088658140318204,34.23959792998431,2.156328180399761,4.412130922572178,1.334825078982714,105.67106149080212,40.172039938723685,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
54,cly_full_054_cylyly,cly,full,cmymym,cylyly,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#ccd465,0.7993464052287581,0.8307189542483661,0.39738562091503266,82.252013484458,-17.932949239628403,53.02368023575155,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3432,15145,6451,3501,3432,3501,1.0,0.65,0.65,8,98.0,6.239182002388922,69,0.01970865467009426,#b9c791,0.7254902,0.78039217,0.5666667,78.15294517060916,-14.749995134912265,24.81367133647869,77.68569873307182,-15.346046679056233,24.79024771814091,11.037225409490459,28.683412627708417,3.1067490251609593,5.328833261610985,1.3663434996298007,120.7285275182598,28.86660079875564,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
55,cly_full_055_yylyl,cly,full,mmymy,yylyl,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#e9d64e,0.9137254901960784,0.8400000000000001,0.3043137254901961,85.02953160322268,-8.794139025000923,66.97830057317569,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1123,7221,3077,1146,1123,1146,1.0,0.65,0.65,8,98.0,4.957245489529939,23,0.02006980802792321,#cccc8a,0.8,0.8,0.5411765,80.64754132463982,-9.873536447011999,33.2091453344787,80.40897380161321,-10.143245424483132,33.96843674650621,11.481970306415986,34.069381901224084,2.0211627789027506,4.006930150637862,1.1702284384152648,106.5579389375203,34.64583749625635,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
