region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_m,f_v,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
46,mvy_full_046_y,mvy,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,643,4856,2067,656,643,0,0.0,0.65,0.65,8,98.0,0.9952757625921942,13,0.019817073170731708,#ffe95c,1.0,0.9137255,0.36078432,91.81763955693854,-8.425326811808187,69.14248417740791,91.80420469521302,-8.287235632311294,68.96941421392918,5.138841041050073,19.781792053533255,0.34910551709167664,0.6780217822533781,0.20721805506903812,96.94750023728159,69.65392487224878,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
47,mvy_full_047_myvy,mvy,full,cmym,myvy,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#cd8c65,0.8029411764705883,0.5470588235294118,0.3970588235294118,63.75509131975029,20.573510349091883,30.430006703585242,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2204,11122,4729,2249,2204,2249,1.0,0.65,0.65,8,98.0,15.437647439325756,45,0.020008892841262782,#b78b7e,0.7176471,0.54509807,0.49411765,61.88312077874949,16.008008117555207,13.858551132487861,61.56433372532396,15.789312143231209,12.967736052691372,8.97434339667591,17.290495194684148,4.797985041482253,8.149158697210222,2.5551316898213563,40.88359528248043,21.173468383415457,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
48,mvy_full_048_myyvy,mvy,full,cmmym,myyvy,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#d79c51,0.8423529411764706,0.6125490196078431,0.31764705882352945,68.64839031701473,14.076981042727255,47.20092261179886,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2463,12798,5440,2513,2463,2513,1.0,0.65,0.65,8,98.0,13.58872769802094,50,0.019896538002387585,#c09378,0.7529412,0.5764706,0.47058824,64.70062486378919,13.65908047265707,20.890842327134983,64.81356600229302,13.866984328838372,20.373375792249703,12.29191755233276,26.607890137055303,4.7137845634206,9.4555981274351,2.8654813801549444,56.822096295832694,24.959923327120546,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
49,mvy_full_049_myyyvy,mvy,full,cmmmym,myyyvy,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#dea744,0.8686274509803922,0.6562091503267974,0.2647058823529412,71.97717321167731,10.145398285238638,57.29805753429824,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4179,17478,7417,4265,4179,4265,1.0,0.65,0.65,8,98.0,13.068393087464267,86,0.020164126611957794,#c99e73,0.7882353,0.61960787,0.4509804,68.28303088363252,10.96160761749615,29.3080182189164,67.86939640855113,10.976100727923859,27.841099214692353,10.926192826364447,28.24456029203743,3.6357345831031265,7.378158513737198,2.3817409845783235,69.49350208553108,31.290841686990223,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
50,mvy_full_050_yyyyyv,mvy,full,mmmmmy,yyyyyv,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#e8c82b,0.907843137254902,0.7856209150326797,0.16666666666666666,81.1314704473235,-3.8446413030887583,75.14489947392265,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1535,9102,3858,1567,1535,1567,1.0,0.65,0.65,8,98.0,13.673312015510929,32,0.0204211869814933,#ccbb6d,0.8,0.73333335,0.42745098,75.64597031221872,-5.277089072298735,42.96468824243029,75.09022310623867,-3.676894697713538,39.51538178815192,9.868887935513284,32.67581082769356,3.0002189118437497,10.395266420674199,3.4222848309729,97.0022185069804,43.287551384274465,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
51,mvy_full_051_yyyyv,mvy,full,mmmmy,yyyyv,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#e3c433,0.8894117647058823,0.7678431372549019,0.2,79.5739437608988,-3.2521168134359013,71.0938854861102,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,286,4000,1706,289,286,289,1.0,0.65,0.65,8,98.0,14.18876665525868,3,0.010380622837370242,#c4b173,0.76862746,0.69411767,0.4490196,72.52418952617782,-1.8857126217874942,34.28792491669114,72.22137138425299,-1.0431706146334854,31.904828547443934,12.047712027778436,37.499931048237286,4.054118041975326,13.240650709505564,3.878191834171742,93.14789076982152,34.33973947461771,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
52,mvy_full_052_yyyv,mvy,full,mmmy,yyyv,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#dcbd40,0.861764705882353,0.7411764705882353,0.25,77.24603834345442,-2.213430655522264,64.13854172454272,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,756,5784,2468,772,756,772,1.0,0.65,0.65,8,98.0,15.63078927834337,16,0.02072538860103627,#baa872,0.7294118,0.65882355,0.44705883,69.4724664615161,-0.4099899498149484,31.312487532292522,69.14118454622951,-0.43352484955027376,28.29622021973655,11.950682439464261,33.782105500030795,3.83106798115362,9.961774576540439,3.025496220214244,90.75015922861081,31.315171518274074,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
53,mvy_full_053_yyv,mvy,full,mmy,yyv,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d0b255,0.815686274509804,0.6967320261437909,0.3333333333333333,73.40015937264121,-0.0024389208980180044,50.53195710443885,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1275,7588,3253,1298,1275,1298,1.0,0.65,0.65,8,98.0,11.265364742102722,23,0.017719568567026195,#af9b7a,0.6862745,0.60784316,0.47843137,64.80229648153535,1.614520032470368,21.303710133059404,65.12260337577378,1.9906200297573364,20.681903419851935,13.151741808375542,30.50947760239571,4.70399676691925,7.3991234520796825,2.2836959168114865,85.66607459635361,21.364801435273534,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
54,mvy_full_054_myvyvy,mvy,full,cmymym,myvyvy,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#c6916e,0.7764705882352941,0.5673202614379086,0.43137254901960786,64.38941123760767,15.856806408906522,26.3182584799752,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3485,15245,6507,3555,3485,3555,1.0,0.65,0.65,8,98.0,11.384877317628408,70,0.01969057665260197,#af8a7e,0.6862745,0.5411765,0.49411765,60.75449038653559,11.556908029154211,12.646983816997292,60.948688145029635,11.65190351680084,12.884918543496626,8.144545471092055,14.78531455804498,4.758154803225168,8.731131014698821,2.316399687827322,47.578699560172765,17.132084603506968,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
55,mvy_full_055_yyvyv,mvy,full,mmymy,yyvyv,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#c7a966,0.7788235294117648,0.6611764705882354,0.4,70.36887960795697,2.2915304464816155,38.278747695252704,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1132,7272,3101,1156,1132,1156,1.0,0.65,0.65,8,98.0,16.36545799584911,24,0.020761245674740483,#a7927f,0.654902,0.57254905,0.49803922,61.873103394964055,5.174108825529683,12.787905397261579,62.323648319064766,4.72021396370267,13.257947650475044,14.75198450603668,27.023517769410873,6.146516191512559,13.14871700104901,4.077859424877513,67.97127324148073,13.794996433045423,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
