region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_k,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
46,cky_full_046_y,cky,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,633,4789,2039,644,633,0,0.0,0.65,0.65,8,98.0,1.2680950872011056,11,0.017080745341614908,#ffea55,1.0,0.91764706,0.33333334,92.03399433620672,-9.142210176565968,71.86126883286465,92.02214530656424,-9.13194157912215,71.5633483396813,4.809347473066609,17.27715186148657,0.3559363533923547,0.6909316214044734,0.24368398346312448,97.25023704247383,72.44047187299203,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
47,cky_full_047_cyky,cky,full,cmym,cyky,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#93a63c,0.5764705882352941,0.6529411764705881,0.23529411764705882,64.94990819902536,-21.967832652584395,51.070249428758096,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2179,10957,4685,2224,2179,2224,1.0,0.65,0.65,8,98.0,17.626170402217724,45,0.020233812949640287,#5c7157,0.36078432,0.44313726,0.34117648,45.56333970126203,-12.116331937412184,9.377716865407937,43.28842561119991,-11.591424912113228,9.21245439147177,25.54171077586809,47.02295584079675,6.854959607459826,13.101370792648362,4.052271984743648,142.2610872180801,15.321457934064595,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
48,cky_full_048_cyyky,cky,full,cmmym,cyyky,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#a9b230,0.6611764705882354,0.6972549019607843,0.18823529411764706,69.72954735842042,-19.20041063997868,61.12594343438283,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2376,12607,5320,2425,2376,2425,1.0,0.65,0.65,8,98.0,21.408730762234246,49,0.02020618556701031,#6c8862,0.42352942,0.53333336,0.38431373,54.0720402622992,-16.108404832643863,16.022798255323234,52.23742646388794,-15.808853263822755,16.217274471592667,22.095682731732943,47.84361747841613,9.21299276652013,18.0567856951387,5.073794094735708,135.15265173731655,22.720272229511984,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
49,cky_full_049_cyyyky,cky,full,cmmmym,cyyyky,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#b7b928,0.7176470588235295,0.7267973856209151,0.1568627450980392,72.93079886743749,-17.152445563400786,67.06196143150626,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4098,17363,7307,4180,4098,4180,1.0,0.65,0.65,8,98.0,28.145925874389324,82,0.019617224880382776,#819d5f,0.5058824,0.6156863,0.37254903,61.35604830522431,-20.248362700856724,26.229425456844613,57.616160338437076,-18.905853351018923,26.040029457953732,18.01288265194512,42.55414841847367,5.993005427915648,23.562361743055437,7.729726845578289,127.66710891285175,33.13576544855444,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
50,cky_full_050_yyyyyk,cky,full,mmmmmy,yyyyyk,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#d8bd03,0.8464052287581699,0.7418300653594772,0.013071895424836602,76.70950269694525,-5.56138699410641,77.86378677340021,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1531,8877,3839,1560,1531,1560,1.0,0.65,0.65,8,98.0,32.78724017481777,29,0.01858974358974359,#9da956,0.6156863,0.6627451,0.3372549,66.72567320096422,-16.827644823899092,40.10814947939907,61.403994204894744,-15.117122141263264,37.087684499677884,16.31825049115968,40.6459538499019,4.585779151199455,25.84586970625588,9.275211144940668,112.76081409368874,43.49520990846139,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
51,cky_full_051_yyyyk,cky,full,mmmmy,yyyyk,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#d0b604,0.8156862745098039,0.7152941176470589,0.01568627450980392,74.21597840184782,-5.48163475683433,75.6623751618622,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,265,3983,1676,271,265,271,1.0,0.65,0.65,8,98.0,26.696228420397578,6,0.02214022140221402,#8b9952,0.54509807,0.6,0.32156864,60.71754246737164,-15.746636517467161,34.38358624262128,55.923629088204656,-14.421217287295864,33.25532791102208,18.975713887956136,44.62640976442313,5.568381974562899,24.99998154306325,7.995566732964793,114.60633895083777,37.81782072670245,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
52,cky_full_052_yyyk,cky,full,mmmy,yyyk,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c4ac05,0.7696078431372549,0.6754901960784314,0.0196078431372549,70.4431701097861,-5.360264800353121,72.31357491032786,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,779,5707,2487,787,779,787,1.0,0.65,0.65,8,98.0,16.8282190509502,8,0.010165184243964422,#6f7a4c,0.43529412,0.47843137,0.29803923,49.29468227375963,-12.159983643410921,24.196967161816985,47.633753712929746,-11.775563698367263,23.555802145352608,25.69166611576017,52.997194787264455,7.890945226679588,15.946312925995468,5.000500969745159,116.68143304940821,27.0805912424022,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
53,cky_full_053_yyk,cky,full,mmy,yyk,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#b19b07,0.69281045751634,0.6091503267973856,0.026143790849673203,64.06203102381075,-5.152249592040081,66.58979098711278,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1256,7471,3226,1281,1256,1281,1.0,0.65,0.65,8,98.0,11.182591113204907,25,0.0195160031225605,#5d6747,0.3647059,0.40392157,0.2784314,41.953842311652195,-9.213476614279362,15.11291304177319,40.283875180711746,-9.039991496647568,15.282639730176843,29.335019594656405,56.170584259539,4.978006310189302,9.927301143671158,3.0749682025484484,121.36826727517092,17.699951749371262,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
54,cky_full_054_cykyky,cky,full,cmymym,cykyky,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#90982b,0.5640522875816993,0.5941176470588235,0.1699346405228758,60.236008892358385,-16.74320554398001,52.95109420804744,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3381,15037,6378,3450,3381,3450,1.0,0.65,0.65,8,98.0,21.232411342731815,69,0.02,#4a5545,0.2901961,0.33333334,0.27058825,34.60122019036952,-7.610522574379469,6.669903003100264,37.94587887188521,-8.791412395586775,7.44753385052978,32.163552864764796,53.68889037191705,7.206455334222744,15.89219771885461,4.957925849423622,138.7685006938214,10.119666986907495,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
55,cky_full_055_yykyk,cky,full,mmymy,yykyk,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#a18e08,0.6313725490196079,0.5560784313725491,0.03137254901960784,58.865354913161596,-4.979038213321019,61.85782711075281,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1132,7155,3101,1156,1132,1156,1.0,0.65,0.65,8,98.0,18.913198719276537,24,0.020761245674740483,#4b5140,0.29411766,0.31764707,0.2509804,33.39188572758336,-6.076234576747441,10.4440668827268,35.462183548149916,-6.990931589506845,11.079569527949838,31.972183946018262,57.38881609680992,4.48362277580395,12.229401876529423,3.9952675932408033,120.19033834386005,12.083011200960291,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
