region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
46,yom_full_046_m,yom,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,609,4776,1981,622,609,622,1.0,0.65,0.65,8,98.0,2.6286432876094237,13,0.02090032154340836,#e96daf,0.9137255,0.42745098,0.6862745,62.849614674423336,55.026230118648215,-12.142228353327411,62.7866900226531,55.212984344665365,-12.223516246545922,18.224211033826286,27.603414463141466,0.7348539948236423,1.5736382135144613,0.49508091949643424,347.55637760093003,56.349975248040494,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
47,yom_full_047_ymom,yom,full,cmym,ymom,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#e16352,0.8823529411764706,0.3872549019607843,0.3196078431372549,57.54998421522933,48.046865391642434,34.07755505617555,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2068,10875,4550,2111,2068,2111,1.0,0.65,0.65,8,98.0,9.11424904474388,43,0.02036949313121743,#fb7776,0.9843137,0.46666667,0.4627451,65.90413496890908,50.40239464905216,24.92511576182026,66.18051999297984,49.35088898145582,24.508603450742093,8.990550214896437,12.613782063068152,2.0660898534654555,4.984820646580923,1.6597504730924797,26.313429152169817,56.22866512819722,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
48,yom_full_048_ymmom,yom,full,cmmym,ymmom,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#db545f,0.8588235294117647,0.3294117647058824,0.37333333333333335,54.27549764221668,53.62306838224151,21.808804447529962,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2342,12371,5269,2388,2342,2388,1.0,0.65,0.65,8,98.0,5.641382049194584,46,0.019262981574539362,#f8767e,0.972549,0.4627451,0.49411765,65.17559930034551,50.44899719157808,20.89153929174332,65.5560624691902,49.371539756498656,20.733809255542884,9.671417899036756,11.389834039482874,2.831647816662299,4.568711894870451,1.2209526173790168,22.495036952613077,54.603642109426254,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
49,yom_full_049_ymmmom,yom,full,cmmmym,ymmmom,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#d74a68,0.8431372549019608,0.2908496732026144,0.40915032679738567,52.26131552510104,57.2014649976279,13.537098322431284,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4049,16955,7236,4132,4049,4132,1.0,0.65,0.65,8,98.0,7.69836660305795,83,0.020087124878993223,#f47583,0.95686275,0.45882353,0.5137255,64.82133670725239,50.26917194785635,16.91231825859827,65.30764718539425,48.786951042254266,16.779987148448498,11.727405851006656,14.737806100010289,2.3756865191887027,5.319396965200628,1.5943151580289614,18.59475050896873,53.03787474252022,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
50,yom_full_050_mmmmmo,yom,full,mmmmmy,mmmmmo,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#cd2981,0.8039215686274509,0.16143790849673204,0.5071895424836602,47.20222986971349,67.86604128080171,-9.141008936008422,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1430,8841,3689,1460,1430,1460,1.0,0.65,0.65,8,98.0,7.7836350965435885,30,0.02054794520547945,#f0739b,0.9411765,0.4509804,0.60784316,64.37090928252181,52.681923376013216,0.7928342246086295,64.21486921640452,52.93288012800389,1.9902989604203343,17.08535755584419,24.980036614585753,2.4793655488660518,5.737990784781065,1.839441080870841,0.8622051554352197,52.687888899668756,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
51,yom_full_051_mmmmo,yom,full,mmmmy,mmmmo,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cf2c7d,0.8117647058823529,0.17411764705882354,0.4909803921568628,47.73462346444327,67.08714465268916,-5.790117668219019,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,268,3895,1664,274,268,274,1.0,0.65,0.65,8,98.0,5.97258353759652,6,0.021897810218978103,#f37193,0.9529412,0.44313726,0.57450986,64.27304934628044,53.054716531072856,6.07651084104377,64.39889737818291,52.985717345759475,6.511568242421987,16.79442831946085,24.723378446607946,2.6505378223200307,4.793700396715336,1.5058654231671245,6.53378178021552,53.401562993921985,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
52,yom_full_052_mmmo,yom,full,mmmy,mmmo,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d23177,0.8235294117647058,0.1931372549019608,0.4666666666666667,48.58003200991725,65.88304866652928,-0.7034040005712283,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,726,5606,2407,740,726,740,1.0,0.65,0.65,8,98.0,4.2934132371639695,14,0.01891891891891892,#f6738d,0.9647059,0.4509804,0.5529412,64.67277177154705,52.71690363952908,10.529075473280415,64.69220624755444,52.83752061372468,10.395879719909528,16.31900932080824,23.632440479942847,2.221287434882163,3.680073424938117,1.0699142364555556,11.294981907626948,53.75810040971899,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
53,yom_full_053_mmo,yom,full,mmy,mmo,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d7396d,0.8431372549019608,0.22483660130718955,0.42614379084967324,50.10623141864188,63.795324231423145,7.899709013172629,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1226,7387,3167,1251,1226,1251,1.0,0.65,0.65,8,98.0,3.2463243832301716,25,0.019984012789768184,#fa6e80,0.98039216,0.43137255,0.5019608,64.15112279991656,54.73284654732385,16.853504838952382,64.25190304788663,54.775794873981525,16.740970352586338,14.055277161612565,18.962012956865955,1.8211337920305417,2.6766425505366995,0.7259984396227659,17.114805150109078,57.26888436602805,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
54,yom_full_054_ymomom,yom,full,cmymym,ymomom,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#e15a54,0.8823529411764706,0.3542483660130719,0.3281045751633987,56.10371012275101,52.06144068021795,31.055417715403998,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3331,14817,6300,3397,3331,2822,0.8307329997056226,0.65,0.65,8,98.0,5.171344144192322,66,0.01942890785987636,#fd7072,0.99215686,0.4392157,0.44705883,64.69231884380372,53.927484769784876,26.19802568018139,65.07940459457286,52.96064064997887,26.31304640881799,8.072750557373888,10.041940932478855,1.3846694618883746,3.7605966241375697,1.217832395024474,25.91052753931922,59.95423390499476,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
55,yom_full_055_mmomo,yom,full,mmymy,mmomo,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#db4064,0.8588235294117647,0.25019607843137254,0.39372549019607844,51.42406872049685,62.0679106077171,14.84953793234256,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1092,7061,3017,1113,1092,1071,0.9622641509433962,0.65,0.65,8,98.0,5.8814872572389785,21,0.018867924528301886,#fc6d78,0.9882353,0.42745098,0.47058824,64.23680683138474,55.79074835820508,21.664669160397242,64.1563245351377,55.87630836672695,20.908928367553045,12.454029576475003,15.811863819945579,2.0380408067835827,4.255191904369318,1.2402737416223577,21.222192181522587,59.84952374244953,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
